1525876,PDT001174846.1,2021-11-15T05:32:52Z,SAMN23135608,GCA_020877535.1
1524628,PDT001174797.1,2021-11-15T05:32:39Z,SAMN23134829,GCA_020873695.1
1525883,PDT001174786.1,2021-11-15T05:32:36Z,SAMN23134816,GCA_020876615.1
1529035,PDT001180079.1,2021-11-21T05:31:39Z,SAMN23341763,GCA_020910345.1
829089,PDT000854853.1,2020-10-05T05:29:32Z,SAMN16364092,GCA_015123935.1
1531031,PDT001180045.1,2021-11-21T05:31:26Z,SAMN23341715,GCA_020910965.1
1539295,PDT001196385.1,2021-12-05T09:31:49Z,SAMN23637429,GCA_021049105.1
1539368,PDT001196386.1,2021-12-05T09:31:49Z,SAMN23637428,GCA_021049045.1
654655,PDT001105455.1,2021-08-09T20:00:29Z,SAMN20665750,GCA_019514005.1
1555587,PDT001215117.1,2022-01-03T08:32:02Z,SAMN24579070,GCA_021346605.1
1555550,PDT001215125.1,2022-01-03T08:32:04Z,SAMN24579073,GCA_021346825.1
1562890,PDT001226870.1,2022-01-20T09:27:50Z,SAMN25124051,GCA_021536955.1
1564551,PDT001228776.1,2022-01-22T09:10:51Z,SAMN25160071,GCA_021559475.1
1569921,PDT001234586.1,2022-01-31T09:37:46Z,SAMN25488187,GCA_021743515.1
1571744,PDT001240993.1,2022-02-06T11:30:04Z,SAMN25686142,GCA_022018835.1
1573291,PDT001241809.1,2022-02-07T11:34:12Z,SAMN25689438,GCA_022028695.1
1571673,PDT001240975.1,2022-02-06T11:29:58Z,SAMN25686117,GCA_022019175.1
1571659,PDT001240988.1,2022-02-06T11:30:02Z,SAMN25686130,GCA_022018915.1
1564588,PDT001228784.1,2022-01-22T09:10:53Z,SAMN25160083,GCA_021559355.1
1573295,PDT001241805.1,2022-02-07T11:34:10Z,SAMN25689429,GCA_022031135.1
1567242,PDT001232878.1,2022-01-28T09:36:31Z,SAMN25337432,GCA_021758325.1
1571649,PDT001240983.1,2022-02-06T11:30:00Z,SAMN25686125,GCA_022018995.1
253877,PDT000157223.2,2016-11-05T04:19:21Z,SAMN05981037,GCA_012563355.1
